token,valid,rank,infer_time_s,infer_time_ms,infer_mode,skip_video_decode,gpu_mem_alloc_before_mb,gpu_mem_alloc_after_mb,gpu_mem_alloc_peak_mb,gpu_mem_alloc_peak_delta_mb,gpu_mem_reserved_before_mb,gpu_mem_reserved_after_mb,gpu_mem_reserved_peak_mb,gpu_mem_reserved_peak_delta_mb,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,comfort,multiplicative_metrics_prod,weighted_metrics,weighted_metrics_array,pdm_score,score
01226863089b5e1d,True,0,1.4630972798913717,1463.0972798913717,trajectory_only,1.0,21754.3193359375,21762.4453125,23286.720703125,1532.4013671875,21768.0,23652.0,23652.0,1884.0,1.0,1.0,1.0,,0.8830544862228482,1.0,,1.0,1.0,1.0,,,0.9512727025928535,0.9512727025928535
average,True,0,1.4630972798913717,1463.0972798913717,,1.0,21754.3193359375,21762.4453125,23286.720703125,1532.4013671875,21768.0,23652.0,23652.0,1884.0,1.0,1.0,1.0,,0.8830544862228482,1.0,,1.0,1.0,1.0,,,0.9512727025928535,0.9512727025928535
