K,domain,eligible_keep_ratio,endpoint_l2,error,history_keep_ratio,latency_ms,log_id,metadata,n_candidate,n_history,operator,pdm,peak_memory_mb,press_name,scene_token,scorer,selector,trajectory_l2,valid
6,last_history,0.5,1.0773038864135742,,0.25,2.338184043765068,synthetic_log_00,"{'press': 'scorer_press', 'scorer': {'name': 'random', 'requires_probe': False, 'probe_mode': 'none', 'seed': 20260828}, 'selector': {'name': 'topk'}, 'operator': 'kv_prune', 'domain': 'last_history', 'injection_point': 'self_attn_kv', 'budget': {'type': 'ratio', 'value': 0.5, 'reference': 'eligible'}, 'n_history': 24, 'n_eligible': 12, 'n_kept': 6, 'history_keep_ratio': 0.25, 'eligible_keep_ratio': 0.5, 'protected_count': 42, 'selected_count': 6, 'q_length': 54, 'k_length_before': 54, 'k_length_after': 48, 'v_length_after': 48, 'theoretical_attn_ratio': 0.8888888888888888, 'post_rope': True, 'execution_plan': {'probe_required': False, 'probe_mode': <ProbeMode.NONE: 'none'>, 'intervention_pass': True, 'physical_mode': True}}",12,24,kv_prune,0.3508264422416687,0.0,scorer_press,synthetic_scene_0000,random,topk,1.0474636554718018,True
6,last_history,0.5,1.2146950960159302,,0.25,0.4293229430913925,synthetic_log_00,"{'press': 'scorer_press', 'scorer': {'name': 'random', 'requires_probe': False, 'probe_mode': 'none', 'seed': 20260828}, 'selector': {'name': 'topk'}, 'operator': 'kv_prune', 'domain': 'last_history', 'injection_point': 'self_attn_kv', 'budget': {'type': 'ratio', 'value': 0.5, 'reference': 'eligible'}, 'n_history': 24, 'n_eligible': 12, 'n_kept': 6, 'history_keep_ratio': 0.25, 'eligible_keep_ratio': 0.5, 'protected_count': 42, 'selected_count': 6, 'q_length': 54, 'k_length_before': 54, 'k_length_after': 48, 'v_length_after': 48, 'theoretical_attn_ratio': 0.8888888888888888, 'post_rope': True, 'execution_plan': {'probe_required': False, 'probe_mode': <ProbeMode.NONE: 'none'>, 'intervention_pass': True, 'physical_mode': True}}",12,24,kv_prune,0.3903328478336334,0.0,scorer_press,synthetic_scene_0001,random,topk,0.9407554268836975,True
