K,domain,e2e_latency_ms,eligible_keep_ratio,endpoint_l2,error,history_keep_ratio,latency_ms,log_id,metadata,model_latency_ms,n_candidate,n_history,operator,pdm,peak_memory_mb,press_name,scene_token,scorer,selector,selector_latency_ms,trajectory_l2,valid
6,last_history,0.36667101085186005,0.5,0.0007471960270777345,,0.25,0.36667101085186005,synthetic_log_00,"{'press': 'scorer_press', 'scorer': {'name': 'random', 'requires_probe': False, 'probe_mode': 'none', 'seed': 12, 'scope': 'scene', 'layer': None}, 'selector': {'name': 'topk'}, 'operator': 'zero', 'domain': 'last_history', 'injection_point': 'video_input', 'budget': {'type': 'ratio', 'value': 0.5, 'reference': 'eligible'}, 'n_history': 24, 'n_eligible': 12, 'n_kept': 6, 'history_keep_ratio': 0.25, 'eligible_keep_ratio': 0.5, 'drop_count': 6, 'timing': {'selector_latency_ms': 0.1390557736158371, 'model_latency_ms': 0.07494166493415833, 'e2e_latency_ms': 0.36667101085186005, 'peak_memory_mb': 0.0}, 'scene_tokens': ['synthetic_scene_0000'], 'target_trajectory': [[[-0.7793053984642029, 0.5858179926872253], [0.6462790966033936, 0.9543379545211792], [-0.7711045742034912, -0.7631349563598633], [-0.9589793682098389, -0.5032700300216675]]], 'configured_domain': 'last_history', 'resolved_domain': 'last_history', 'domain_override': False, 'candidate_start': 12, 'candidate_end': 24, 'n_candidate': 12, 'execution_plan': {'probe_required': False, 'probe_mode': <ProbeMode.NONE: 'none'>, 'intervention_pass': True, 'physical_mode': False}, 'event_count': 1}",0.07494166493415833,12,24,zero,0.9969336986541748,0.0,scorer_press,synthetic_scene_0000,random,topk,0.1390557736158371,0.00307099730707705,True
6,last_history,0.3557763993740082,0.5,0.01846318133175373,,0.25,0.3557763993740082,synthetic_log_00,"{'press': 'scorer_press', 'scorer': {'name': 'random', 'requires_probe': False, 'probe_mode': 'none', 'seed': 12, 'scope': 'scene', 'layer': None}, 'selector': {'name': 'topk'}, 'operator': 'zero', 'domain': 'last_history', 'injection_point': 'video_input', 'budget': {'type': 'ratio', 'value': 0.5, 'reference': 'eligible'}, 'n_history': 24, 'n_eligible': 12, 'n_kept': 6, 'history_keep_ratio': 0.25, 'eligible_keep_ratio': 0.5, 'drop_count': 6, 'timing': {'selector_latency_ms': 0.13213977217674255, 'model_latency_ms': 0.07382407784461975, 'e2e_latency_ms': 0.3557763993740082, 'peak_memory_mb': 0.0}, 'scene_tokens': ['synthetic_scene_0001'], 'target_trajectory': [[[-0.12717971205711365, -0.14665162563323975], [0.9263201951980591, 0.28040429949760437], [-0.39523929357528687, 0.6209979057312012], [0.7530158758163452, -0.46589526534080505]]], 'configured_domain': 'last_history', 'resolved_domain': 'last_history', 'domain_override': False, 'candidate_start': 12, 'candidate_end': 24, 'n_candidate': 12, 'execution_plan': {'probe_required': False, 'probe_mode': <ProbeMode.NONE: 'none'>, 'intervention_pass': True, 'physical_mode': False}, 'event_count': 1}",0.07382407784461975,12,24,zero,0.9728392362594604,0.0,scorer_press,synthetic_scene_0001,random,topk,0.13213977217674255,0.027536451816558838,True
