token,valid,rank,infer_time_s,infer_time_ms,infer_mode,skip_video_decode,gpu_mem_alloc_before_mb,gpu_mem_alloc_after_mb,gpu_mem_alloc_peak_mb,gpu_mem_alloc_peak_delta_mb,gpu_mem_reserved_before_mb,gpu_mem_reserved_after_mb,gpu_mem_reserved_peak_mb,gpu_mem_reserved_peak_delta_mb,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,comfort,multiplicative_metrics_prod,weighted_metrics,weighted_metrics_array,pdm_score,score
01226863089b5e1d,True,0,1.5071438569575548,1507.1438569575548,trajectory_only,1.0,21754.3193359375,21762.4453125,23286.720703125,1532.4013671875,21768.0,23652.0,23652.0,1884.0,1.0,1.0,1.0,,0.8014350762773101,1.0,,1.0,1.0,1.0,,,0.9172646151155459,0.9172646151155459
average,True,0,1.5071438569575548,1507.1438569575548,,1.0,21754.3193359375,21762.4453125,23286.720703125,1532.4013671875,21768.0,23652.0,23652.0,1884.0,1.0,1.0,1.0,,0.8014350762773101,1.0,,1.0,1.0,1.0,,,0.9172646151155459,0.9172646151155459
