K,domain,eligible_keep_ratio,endpoint_l2,error,history_keep_ratio,latency_ms,log_id,metadata,n_candidate,n_history,operator,pdm,peak_memory_mb,press_name,scene_token,scorer,selector,trajectory_l2,valid
6,last_history,0.5,1.0817978382110596,,0.25,97.73878479003906,synthetic_log_00,"{'press': 'scorer_press', 'scorer': {'name': 'random', 'requires_probe': False, 'probe_mode': 'none', 'seed': 20260828}, 'selector': {'name': 'topk'}, 'operator': 'kv_prune', 'domain': 'last_history', 'injection_point': 'self_attn_kv', 'budget': {'type': 'ratio', 'value': 0.5, 'reference': 'eligible'}, 'n_history': 24, 'n_eligible': 12, 'n_kept': 6, 'history_keep_ratio': 0.25, 'eligible_keep_ratio': 0.5, 'protected_count': 42, 'selected_count': 6, 'q_length': 54, 'k_length_before': 54, 'k_length_after': 48, 'v_length_after': 48, 'theoretical_attn_ratio': 0.8888888888888888, 'post_rope': True, 'execution_plan': {'probe_required': False, 'probe_mode': <ProbeMode.NONE: 'none'>, 'intervention_pass': True, 'physical_mode': True}}",12,24,kv_prune,0.3531535863876343,0.03955078125,scorer_press,synthetic_scene_0000,random,topk,1.0408521890640259,True
6,last_history,0.5,1.2215795516967773,,0.25,15.626175880432129,synthetic_log_00,"{'press': 'scorer_press', 'scorer': {'name': 'random', 'requires_probe': False, 'probe_mode': 'none', 'seed': 20260828}, 'selector': {'name': 'topk'}, 'operator': 'kv_prune', 'domain': 'last_history', 'injection_point': 'self_attn_kv', 'budget': {'type': 'ratio', 'value': 0.5, 'reference': 'eligible'}, 'n_history': 24, 'n_eligible': 12, 'n_kept': 6, 'history_keep_ratio': 0.25, 'eligible_keep_ratio': 0.5, 'protected_count': 42, 'selected_count': 6, 'q_length': 54, 'k_length_before': 54, 'k_length_after': 48, 'v_length_after': 48, 'theoretical_attn_ratio': 0.8888888888888888, 'post_rope': True, 'execution_plan': {'probe_required': False, 'probe_mode': <ProbeMode.NONE: 'none'>, 'intervention_pass': True, 'physical_mode': True}}",12,24,kv_prune,0.39192187786102295,8.17333984375,scorer_press,synthetic_scene_0001,random,topk,0.9366927742958069,True
